NAAB Code;Identification;Name;Full Name;Breed;TPI;NM$;CM$;Milk;Protein;Fat;PL;DPR;SCS;CCR;HCR;Health Index;SCE;DCE;SSB;DSB;PTAT;UDC;FLC;Pedigree;aAa;DMS;Programs;Birth Date;Proof;Balance;Balance No Conf;High Value;High Production;High Prod - No Conf;Production & Conf;High Health;High Health & Conf;AltaActive;
001HO08780;HOUSAM000201358593;PALISADE;RADINE BRET PALISADE-ET;HO;1763;95;115;137;13;25;-0,6;1,0;2,81;1,8;0,0;;11,7;12,5;10,2;9,7;-0,26;-0,12;0,11;BRET X CORKY;;;;8/6/2004;USA-201704;128;182;150;216;225;115;143;118;;
200HO09810;HOUSAM000207513224;GLUE;KERNDT GLUE-ET;HO;1763;176;186;225;13;31;1,0;0,3;3,01;-0,3;0,9;;7,4;6,7;8,2;6,6;-0,07;-0,18;-1,54;AltaFINLEY X CAROL PRELUDE MTOTO ET;;;;6/1/2004;USA-201704;103;216;155;219;269;32;184;178;;
007HO09063;HOUSAM000207635537;MARIO;MEIER-MEADOWS LAUD MARIO-ET;HO;1898;242;223;1045;16;-6;3,3;0,9;2,82;1,2;0,8;;7,4;7,7;7,7;6,2;0,82;1,26;-0,42;LAUDAN X DURHAM;;;;6/22/2005;USA-201704;267;268;269;224;236;244;294;275;;
200HO03929;HOUSAM000070309661;TYPICAL;CLEAR-ECHO TYPICAL-ET;HO;2136;474;480;598;16;32;6,1;3,5;2,74;3,0;-0,2;;7,1;4,5;6,8;3,7;0,31;0,00;0,77;O-STYLE X TRES;;;;1/5/2012;USA-201704;407;555;489;394;496;279;614;572;;
202HO01006;HOUSAM000070346670;CHIP 50334;SPRUCE-HAVEN CHIP 50334-ET;HO;2049;303;299;546;11;33;2,1;-0,7;2,86;0,2;4,6;;6,0;8,0;7,5;8,0;2,06;1,72;1,19;GOLD CHIP X G W ATWOOD;;;;1/12/2012;USA-201704;344;228;282;332;267;427;203;257;;
029HO16774;HOUSAM000070346825;COLLIN;PEN-COL COLLIN-ET;HO;2240;442;436;1287;33;23;4,5;2,1;2,87;3,6;2,4;;9,2;5,2;7,4;4,4;0,96;1,18;1,24;O-STYLE X SOCRATES;;;;5/11/2012;USA-201704;517;532;523;538;551;503;527;491;;
203HO01350;HOUSAM000070372011;MONTANA;SULLY HARTFORD MONTANA-ET;HO;2163;456;448;1799;46;47;3,6;-0,5;2,87;0,2;1,7;;7,1;6,5;7,3;9,0;0,64;0,47;0,20;SNOWMAN X PLANET;;;;7/15/2011;USA-201704;452;543;485;655;666;435;446;426;;
029HO16854;HOUSAM000070408693;JOHNSON;DRIFTY-HOLLOW LV JOHNSON-ET;HO;2082;428;470;127;29;43;3,5;1,9;2,95;2,8;-0,8;;7,2;6,0;8,3;8,8;0,14;0,02;0,44;LEVI X BOLTON;;;;5/7/2012;USA-201704;355;470;408;483;522;303;425;383;;
099HO07942;HOUSAM000070433991;;RICH-J EMERALD DAZZED-RED;HO;1849;221;270;-455;15;63;-0,8;-0,9;2,93;-1,2;0,0;;7,4;5,8;7,5;6,4;-0,27;-0,37;0,04;EMERALD X SOLO MUTANT MAMOUTH-RED;;;;2/11/2012;USA-201704;175;236;194;353;363;167;155;216;;
014HO07117;HOUSAM000070447417;CHARLES;ASKEW IOTA CHARLES-ET;HO;2065;440;443;1034;30;64;1,3;0,2;2,87;0,8;0,9;;7,3;6,6;7,3;6,7;0,28;-0,13;0,32;AltaIOTA X SHOTTLE;;;;7/17/2011;USA-201704;346;444;383;540;566;315;362;373;;
182HO00829;HOUSAM000070476924;FB 1086;MR CHASSITY FB 1086-ET;HO;1917;160;157;251;6;44;-0,7;1,3;2,98;1,2;0,8;;7,1;5,5;8,1;7,3;1,31;0,54;0,33;FACEBOOK X SHOTTLE;;;;2/8/2012;USA-201704;192;177;180;252;234;215;140;146;;
029HO16800;HOUSAM000070512338;INFERNO;GOLD-N-OAKS INFERNO;HO;2156;455;491;337;27;43;4,1;3,2;2,76;2,4;2,1;;7,6;5,1;7,4;5,3;0,16;-0,06;-0,32;ARGON X PAXTON;;;;5/18/2012;USA-201704;392;572;482;488;583;267;572;516;;
001HO10983;HOUSAM000070541614;CARMELO;CO-OP GOLD CHIP CARMELO-ET;HO;2002;247;248;810;24;11;2,2;-2,0;2,92;-2,3;-0,9;;5,2;3,3;6,5;6,6;1,82;1,70;1,52;GOLD CHIP X PLANET;;;;1/27/2012;USA-201704;364;229;288;370;294;467;186;236;;
001HO10986;HOUSAM000070541617;DEMARCO;CO-OP SHAMROCK DEMARCO-ET;HO;2183;497;498;776;19;49;5,2;1,9;2,76;3,5;2,7;;7,0;5,8;6,8;6,1;0,50;0,67;0,29;SHAMROCK X LYNCH;;;;2/1/2012;USA-201704;431;523;478;471;523;361;531;541;;
097HO40958;HOUSAM000070579551;VENUE;WEIGELINE PLAN VENUE-ET;HO;2183;430;452;629;24;26;5,6;2,6;2,59;2,8;1,6;;8,0;7,8;7,9;7,3;0,52;0,80;0,64;PLAN X LEIF;;;;8/3/2011;USA-201704;459;552;509;457;512;384;580;541;;
200HO06528;HOUSAM000070626023;NOMINEE;DE-SU NOMINEE-ET;HO;2544;682;710;1260;48;56;6,7;3,7;2,63;5,7;4,8;;6,4;5,6;7,8;6,4;0,95;0,80;0,80;NUMERO UNO X MASSEY;;;;4/30/2012;USA-201704;696;855;773;813;886;599;832;758;;
029HO16914;HOUSAM000070626043;TARTAN;DE-SU 11291 TARTAN-ET;HO;2203;339;367;587;37;54;0,8;-0,8;3,12;-0,3;0,8;;8,9;6,6;8,1;6,8;1,98;1,80;1,65;MOGUL X MAN-O-MAN;;;;5/17/2012;USA-201704;505;379;427;640;543;635;263;291;;
007HO12015;HOUSAM000070626044;ATKINSON;DE-SU MG ATKINSON 11292-ET;HO;2404;503;506;2144;62;51;1,9;-1,9;2,82;-0,6;1,0;;7,7;5,4;7,6;6,4;2,16;1,93;1,74;MOGUL X MAN-O-MAN;;;;5/18/2012;USA-201704;684;600;619;887;802;798;454;477;;
029HO16756;HOUSAM000070626026;SHIPLEY;DE-SU 11274 SHIPLEY-ET;HO;2225;548;566;577;24;61;5,6;2,8;2,75;3,7;3,0;;5,8;6,1;7,2;6,7;-0,14;-0,15;0,82;SNOWMAN X RUSSELL;;;;5/2/2012;USA-201704;455;621;539;547;632;347;619;589;;
029HO16749;HOUSAM000070626045;BAVARIA;DE-SU 11293 BAVARIA-ET;HO;2335;546;542;1534;43;47;4,7;1,1;2,95;2,5;2,4;;7,0;3,7;7,6;5,0;1,50;0,87;0,95;BOOKEM X DOMAIN;;;;5/18/2012;USA-201704;561;620;582;689;707;541;563;543;;
200HO02866;HOUSAM000070640304;SENATE;SEAGULL-BAY SENATE-ET;HO;2025;246;253;640;25;33;1,9;-0,9;3,08;0,4;0,8;;7,9;6,7;6,9;7,0;1,93;0,78;1,42;WINDBROOK X PLANET;;;;8/16/2011;USA-201704;332;281;298;418;376;393;216;244;;
007HO11756;HOUSAM000070640324;CONTENDER;SEAGULL-BAY CONTENDER-ET;HO;2193;378;398;1584;60;52;1,0;-2,0;3,02;-1,3;0,6;;7,4;7,1;7,7;8,2;1,54;0,45;1,18;GERARD X PLANET;;;;9/2/2011;USA-201704;489;510;475;779;734;552;340;332;;
014HO06974;HOUSAM000070671485;GHOST;HELMERS GHOST-ET;HO;1958;226;205;511;-2;8;3,8;1,2;2,81;1,9;2,7;;8,5;5,8;6,6;5,5;0,91;1,50;1,31;DOMAIN X SHOTTLE;;;;6/16/2011;USA-201704;295;211;261;156;141;317;274;305;;
200HO02805;HOUSAM000070672880;SMURF;CHARTROISE SMURF;HO;2248;443;445;2020;58;43;2,3;-3,4;2,80;-3,2;-1,9;;7,6;7,5;7,0;7,4;1,99;1,56;2,09;SNOWMAN X PLANET;;;;4/5/2011;USA-201704;607;519;540;801;714;727;375;421;;
014HO07042;HOUSAM000070690944;GALVIN-P;APRIL-DAY 529 GALVIN-P-ET;HO;1877;208;227;-70;7;35;0,8;-1,1;2,82;-0,9;-0,8;;7,9;6,8;8,1;6,9;1,06;1,10;0,24;SAVAGE *RC X LAWN BOY P-RED;;;;9/30/2011;USA-201704;229;170;194;253;220;271;143;205;;
029HO16625;HOUSAM000070694552;JUDD;ROSYLANE-LLC JUDD;HO;1959;324;318;508;11;0;5,7;3,4;2,98;4,3;-0,2;;7,7;4,9;8,2;4,6;0,10;0,27;0,32;JIVES X PLANET;;;;12/18/2011;USA-201704;280;378;339;213;291;178;449;384;;
014HO07091;HOUSAM000070711242;ROMIE;JENNITON SHAMROCK ROMIE-ET;HO;2114;395;396;892;29;27;4,2;1,6;3,10;2,6;2,4;;8,1;5,5;7,6;5,7;0,86;0,94;0,29;SHAMROCK X JET STREAM;;;;12/4/2011;USA-201704;406;441;421;466;481;385;417;384;;
200HO06448;HOUSAM000070720990;DERAY;GEHRKE JOHAN DERAY;HO;2102;383;415;-64;18;19;4,7;2,7;2,99;4,1;3,2;;5,4;5,1;8,9;7,2;0,75;1,11;0,18;SHERAC X PLANET;;;;11/9/2011;USA-201704;365;400;387;352;375;330;417;383;;
001HO10833;HOUSAM000070725397;HUBCAB;MINNIGAN-HILLS PARKR HUBCAB;HO;2152;443;460;623;26;50;3,6;-0,4;2,80;0,8;2,4;;8,7;5,7;8,1;6,5;0,93;0,88;0,73;PARKER X PLANET;;;;10/4/2011;USA-201704;429;449;432;519;519;429;406;440;;
001HO10824;HOUSAM000070750485;TANGO;MR WELCOME HILL TANGO-ET;HO;2489;622;613;2151;57;70;3,5;1,8;2,94;2,8;2,3;;7,4;6,6;7,7;6,1;1,49;1,33;1,02;HILL X COLBY;;;;8/19/2011;USA-201704;703;749;711;913;903;717;637;612;;
007HO12062;HOUSAM000070750547;MONTAWK;BACON-HILL MONTAWK-ET;HO;2359;680;673;2366;69;99;2,3;-2,1;3,14;-2,0;-0,8;;8,7;7,3;7,2;6,4;0,85;0,37;1,25;O-STYLE X BOLTON;;;;12/17/2011;USA-201704;653;719;658;1045;1014;702;508;543;;
029HO16650;HOUSAM000070750578;PESKY;WELCOME ARMITAGE PESKY-ET;HO;2300;549;587;859;46;59;2,0;2,3;2,84;2,1;1,6;;5,5;4,0;5,1;3,6;0,34;0,30;0,55;ARMITAGE X JOSE;;;;1/26/2012;USA-201704;536;652;582;728;771;486;577;549;;
007HO12044;HOUSAM000070750597;WALTON;WELCOME GCHIP WALTON-ET;HO;1943;173;209;-883;-11;19;0,7;0,5;2,67;0,6;1,9;;6,0;4,5;6,3;5,6;1,63;2,28;0,76;GOLD CHIP X MAN-O-MAN;;;;3/1/2012;USA-201704;258;86;176;106;43;337;133;213;;
014HO07037;HOUSAM000070796792;CHARLIE;EILDON-TWEED CHARLIE-ET;HO;2234;524;533;1005;35;44;3,7;0,3;2,98;1,7;2,3;;7,8;4,8;7,7;4,4;1,24;1,18;0,92;ROBUST X SHOTTLE;;;;9/23/2011;USA-201704;506;504;497;601;592;520;452;476;;
106HO03109;HOUSAM000070805600;GOLDEN PP-RED;KULP-DALE GOLDEN PP-RED-ET;HO;1717;28;54;-129;11;-40;2,6;1,4;2,96;1,5;1,7;;9,2;6,9;7,1;5,8;0,33;0,43;-0,15;COLT P-RED X GOLDWYN;;;;12/18/2011;USA-201704;99;121;115;17;49;55;174;122;;
001HO10859;HOUSAM000070807849;DENZEL *B/R;KINGS-RANSOM G DENZEL-ET;HO;2387;665;637;1684;30;72;6,0;1,1;2,84;3,6;2,2;;7,0;3,8;8,3;3,9;0,83;1,28;1,15;GRAFEETI X AltaBAXTER;;;;10/6/2011;USA-201704;625;661;639;701;721;601;635;682;;
151HO05818;HOUSAM000140940578;CLATON-RED;MAR-J-LOR RLY CLATON-RED-ET;HO;1812;100;106;-113;1;24;0,1;-0,6;3,06;-1,4;-1,3;;8,9;7,7;8,3;7,0;1,63;0,94;1,95;REALITY-RED X MR BURNS *RC;;;;3/23/2010;USA-201704;188;52;117;164;93;289;30;73;;
007HO11210;HOUSAM000140951437;DELINQUENT;RONELEE DELINQUENT-ET;HO;1761;165;203;-864;-7;32;1,8;-0,2;2,77;0,6;0,8;;11,1;8,7;7,7;7,7;0,01;0,44;-0,04;BOXER X TOYSTORY;;;;9/12/2010;USA-201704;119;125;124;97;110;100;145;210;;
097HO40561;HOUSAM000140965979;TABOR;HORSTYLE TRIGGER TABOR-ET;HO;1979;267;287;-11;13;5;3,5;1,8;3,04;2,1;1,1;;6,4;6,4;7,4;7,0;0,88;1,16;1,43;TRIGGER X JET STREAM;;;;11/18/2010;USA-201704;316;262;292;257;237;343;280;260;;
054HO04027;HOUSAM000140988622;DUKE;MR DOMAIN DUKE-ET;HO;2161;380;386;535;14;16;5,1;3,4;2,71;3,4;1,1;;7,9;5,9;6,6;6,5;1,29;1,34;0,81;DOMAIN X SHOTTLE;;;;11/23/2010;USA-201704;430;451;448;350;380;387;506;459;;
200HO02758;HOUSAM000141007953;CARMELO;MR CHASSITY CARMELO-ET;HO;2047;364;362;724;17;47;2,2;0,0;2,82;0,7;1,0;;7,4;7,2;7,0;7,7;1,14;1,33;-0,07;OBSERVER X SHOTTLE;;;;12/12/2010;USA-201704;352;336;338;412;393;370;298;339;;
250HO11590;HOUSAM000141017820;CEDARVILE;MATCREST BOOK CEDARVILE-ETS;HO;2165;408;444;-132;13;39;4,1;1,5;2,74;1,3;2,2;;7,5;6,2;7,6;5,0;1,19;1,46;0,85;BOOKEM X SHOTTLE;;;;1/8/2011;USA-201704;443;424;435;410;415;436;445;487;;
029HO16358;HOUSAM000141027087;RENO;WA-DEL SUPER RENO-ET;HO;1864;148;156;254;8;-22;3,8;2,4;2,75;2,1;-0,2;;7,8;6,6;8,2;6,3;0,88;0,67;0,18;SUPER X RAMOS;;;;1/1/2011;USA-201704;205;243;232;97;143;143;316;261;;
007HO11495;HOUSAM000141028408;SNAZZY;KENMORE SNAZZY-ET;HO;1954;163;177;87;6;18;1,4;-0,1;2,71;-0,3;0,7;;9,3;6,6;7,8;6,9;1,63;1,05;1,88;DURABLE X SHOTTLE;;;;11/27/2010;USA-201704;278;187;231;226;187;336;193;225;;
200HO02761;HOUSAM000141034625;AIRPORT;NEU-WAY AIRPORT-ET;HO;2006;331;318;1754;42;51;-0,1;-2,1;2,91;-3,4;-0,6;;8,4;8,3;7,8;7,6;1,32;1,02;-1,04;NIAGRA X BOLTON;;;;10/15/2010;USA-201704;354;372;343;590;557;390;237;274;;
100HO11352;HOUSAM000141086172;BABE;MR OBSERVER BABE-ET;HO;1779;121;84;1303;18;12;-1,2;-2,9;3,09;-3,3;-0,7;;7,0;7,1;7,8;8,0;1,65;2,04;-0,07;OBSERVER X SHOTTLE;;;;12/27/2010;USA-201704;202;20;98;252;136;347;-64;15;;
100HO03037;HOUSAM000141086284;BARRON;MR BIKASA OBSERV BARRON-ET;HO;1880;129;122;431;10;6;-0,2;0,8;3,07;1,4;1,5;;7,3;6,9;6,9;8,8;1,60;1,88;0,29;OBSERVER X MAC;;;;12/15/2010;USA-201704;218;83;148;191;112;314;56;60;;
014HO06892;HOUSAM000141096937;ROBERT;JENNITON MOM ROBERT-ET;HO;1905;149;156;933;30;7;0,2;0,9;2,87;0,6;0,2;;7,4;5,5;7,8;8,8;0,54;0,29;0,04;MAN-O-MAN X BOLTON;;;;2/3/2011;USA-201704;226;272;241;330;332;222;218;154;;
029HO16393;HOUSAM000141111766;CLEM;HORSTYLE-RW FREDDIE CLEM-ET;HO;1985;171;161;1185;31;10;0,2;0,5;3,10;1,7;1,7;;8,3;6,1;7,2;7,0;1,12;0,66;1,82;FREDDIE X GOLDWYN;;;;2/23/2011;USA-201704;310;249;270;387;336;383;183;153;;
001HO10655;HOUSAM000141125815;POETRY;JERESA OBSERVER POETRY-ET;HO;2026;406;399;1568;39;37;2,2;-2,1;2,81;-2,2;1,3;;6,9;8,8;7,1;9,7;1,02;1,34;-1,06;OBSERVER X EARNIT;;;;2/27/2011;USA-201704;369;387;364;541;514;392;287;327;;
151HO00613;HOUSAM000141148232;DEKALB*RC;OUR-FAVORITE DEKALB-ET;HO;1827;115;162;-458;15;10;-0,3;1,0;2,98;0,4;1,5;;6,7;6,5;7,4;8,6;0,53;0,69;-0,17;MAN-O-MAN X GOLDWYN;;;;2/11/2011;USA-201704;158;147;148;205;185;179;113;87;;
029HO16484;HOUSAM000141159052;GOLDGEM;PUNDSACK GERARD GOLDGEM-ET;HO;2155;405;442;392;36;53;2,1;0,9;3,07;1,7;2,0;;6,8;6,9;6,9;5,7;0,72;0,41;1,11;GERARD X RAMOS;;;;3/24/2011;USA-201704;436;475;445;596;595;444;395;384;;
076HO00667;HOUSAM000141175155;LADIESMAN;LUDWIGS-DG MR LADIESMAN-ET;HO;1845;160;163;657;19;14;0,1;-0,4;2,84;-0,7;-0,3;;7,5;8,3;7,7;9,4;0,78;0,96;0,03;OBSERVER X TOYSTORY;;;;3/1/2011;USA-201704;209;175;184;267;231;251;126;141;;
014HO06912;HOUSAM000141193858;ORIEL;HORSTYLE LES ORIEL;HO;1894;153;152;42;0;-8;3,5;2,1;2,93;1,9;-0,8;;6,3;5,3;7,8;5,7;1,08;1,68;0,56;LES X SHOTTLE;;;;3/12/2011;USA-201704;257;179;227;107;95;269;247;247;;
200HO03801;HOUSAM000141205454;MACHINE;LEADERWIN MACHINE-ET;HO;2154;418;418;1235;34;30;4,3;-1,2;2,87;-0,3;1,2;;7,8;6,9;7,7;7,6;1,49;1,81;0,59;OBSERVER X JEEVES;;;;4/12/2011;USA-201704;483;432;449;546;505;532;379;410;;
001HO10638;HOUSAM000141208448;JELLO;OVINA PARKER JELLO;HO;2094;394;439;64;23;33;4,2;0,9;2,66;1,2;-0,3;;7,1;4,6;5,9;5,2;0,16;0,55;0,59;PARKER X TOYSTORY;;;;4/4/2011;USA-201704;404;476;439;441;486;349;480;487;;
029HO16469;HOUSAM000141257077;DALIBOR;RONELEE DALIBOR-ET;HO;1972;261;261;763;24;29;0,8;1,5;3,05;1,7;0,5;;6,4;5,7;6,0;4,9;0,30;0,43;0,29;AltaIOTA X TOYSTORY;;;;3/26/2011;USA-201704;291;321;300;381;389;283;279;272;;
076HO00671;HOUSAM000141304920;LUCIFER *RC;ESKDALE LUCIFER-ET;HO;1974;155;185;-102;13;0;0,9;-0,8;2,87;-1,1;-0,1;;8,7;6,4;7,7;8,0;2,65;2,21;1,81;DESTRY*RC X MR BURNS *RC;;;;4/13/2011;USA-201704;321;118;215;246;140;460;101;127;;
200HO03799;HOUSAM000141311353;MOTION;LEADERWIN MOTION-ET;HO;2067;234;268;-50;19;42;-0,9;-0,9;2,92;-0,9;-0,2;;10,2;8,1;9,0;7,4;2,27;2,23;1,78;LOOK X SHOTTLE;;;;5/6/2011;USA-201704;405;202;291;439;315;568;124;178;;
001HO10804;HOUSAM000141325998;CICERO;MATCREST JL CICERO-ET;HO;2060;331;335;68;1;48;2,7;0,9;2,81;1,2;0,4;;8,3;6,5;7,1;7,1;1,26;1,57;1,27;LIESL X SHOTTLE;;;;5/21/2011;USA-201704;360;276;320;313;277;406;285;343;;
200HO02824;HOUSAM000141334396;DARYL;SCIENTIFIC DARYL-ET;HO;1929;117;129;-160;0;7;0,9;0,4;2,84;0,3;1,7;;8,0;7,2;8,6;7,3;2,10;2,30;0,82;FEVER X SHOTTLE;;;;5/14/2011;USA-201704;267;91;180;152;72;365;110;152;;
029HO16384;HOUSAM000141367055;DAVID;ZIMMERACRES M-O-F DAVID-ET;HO;2164;385;423;183;29;19;4,2;1,8;3,00;2,6;1,9;;5,8;6,0;7,8;7,3;1,37;1,64;0,18;MANIFOLD X GOLDWYN;;;;6/12/2011;USA-201704;441;432;435;462;452;447;414;395;;
097HO40863;HOUSAM000141396596;LIGHT;GLEN-TOCTIN SNOW LIGHT-ET;HO;2029;350;372;1062;41;40;1,1;-2,8;2,81;-3,2;-0,6;;8,0;7,8;7,9;9,3;0,85;0,72;1,57;SNOWMAN X BOLTON;;;;6/25/2011;USA-201704;398;358;360;576;516;482;238;270;;
200HO02865;HOUSAM000141451172;EDGAR;LUDWIGS-DG EDGAR-ET;HO;2140;417;423;1330;38;41;2,7;-0,5;2,72;-0,9;0,6;;7,3;7,6;7,8;7,7;0,81;1,00;0,74;SNOWMAN X ALEXANDER;;;;7/27/2011;USA-201704;466;483;463;593;579;483;411;420;;
029HO16394;HOUSAM000141465285;RANGER;RICECREST RANGER;HO;1949;290;305;-91;5;18;4,4;1,7;2,90;1,5;1,5;;7,3;4,9;7,4;5,2;0,59;0,27;0,92;AltaROSS X RAMOS;;;;11/30/2010;USA-201704;257;303;286;209;254;203;350;334;;
029HO16597;HOUSAM000141477976;ALLEGRO;TEEMAR ALLEGRO-ET;HO;2161;460;444;1413;32;67;1,3;-1,1;3,00;-1,0;0,4;;7,1;5,4;7,4;4,5;1,16;1,31;0,80;HILL X JOSE;;;;9/18/2011;USA-201704;474;424;434;625;579;538;326;395;;
151HO00628;HOUSAM000141511780;AUTHOR;OUR-FAVORITE AUTHOR;HO;2218;395;424;511;32;36;1,7;1,1;2,91;1,9;3,0;;6,0;4,4;6,3;4,4;1,71;1,37;0,71;AltaIOTA X SHOTTLE;;;;8/29/2011;USA-201704;464;437;442;539;518;492;389;391;;
100HO03119;HOUSAM000141523015;ALVIN;MI-SHA ATWOOD ALVIN-ET;HO;1811;59;64;-40;0;11;0,9;0,3;2,90;-0,4;0,5;;8,1;8,3;8,1;9,6;1,67;0,98;1,01;G W ATWOOD X AltaFINLEY;;;;9/1/2011;USA-201704;153;70;112;105;61;209;72;77;;
001HO10838;HOUSAM000141548340;BUMBLEBEE;MICHIGAN BUMBLEBEE-ET;HO;2471;624;624;1318;40;84;4,4;0,1;3,02;1,9;1,7;;7,7;4,7;8,6;4,8;2,11;1,60;2,22;BOOKEM X BRONCO;;;;10/18/2011;USA-201704;693;643;656;833;787;759;553;604;;
007HO11847;HOUSAM000141555634;MOHLER;WA-DEL SHAMROCK MOHLER;HO;2299;604;601;1423;38;74;5,4;1,9;2,88;4,0;2,5;;8,8;6,3;8,2;5,7;0,35;-0,28;0,48;SHAMROCK X JEEVES;;;;11/3/2011;USA-201704;512;703;602;703;786;406;651;619;;
054HO04034;HOUSAM000141585037;FERDI;SPEEK-NJ DOMAIN FERDI-ET;HO;1860;84;65;496;-1;-1;2,1;-0,6;2,80;-0,5;0,2;;8,6;7,6;7,2;7,6;1,94;1,98;1,06;DOMAIN X SHOTTLE;;;;5/25/2011;USA-201704;236;77;159;109;42;321;108;155;;
151HO00647;HOUSAM000141623658;MIQUEL;RIDGEDALE MIQUEL-ET;HO;1981;216;220;679;27;32;0,6;0,4;3,22;0,9;-0,4;;6,7;6,6;7,5;7,7;0,78;0,91;1,43;FREDDIE X TOYSTORY;;;;10/7/2011;USA-201704;327;259;284;427;367;409;179;181;;
029HO16686;HOUSAM000141683089;GUY;MATCREST SHAMROCK GUY-ET;HO;2219;515;503;1261;28;57;4,1;2,7;2,86;5,1;3,2;;6,2;3,5;6,0;3,9;0,12;-0,05;-0,13;SHAMROCK X MAN-O-MAN;;;;12/29/2011;USA-201704;426;593;507;549;636;313;577;556;;
200HO02891;HOUSAM000141778693;COOLIDGE;DEWGOOD COOLIDGE-ET;HO;2187;429;441;623;24;48;3,5;1,9;2,86;1,6;1,0;;5,7;7,3;7,4;8,4;1,08;1,23;1,00;CM X O MAN;;;;1/31/2012;USA-201704;463;467;462;517;506;474;435;428;;
014HO07169;HOUSAM000141834319;MANITO;HORSTYLE OSTYLE MANITO-ET;HO;1999;322;329;45;3;-14;6,6;4,1;2,83;5,6;1,7;;6,6;4,0;6,7;4,2;0,50;0,64;0,41;O-STYLE X PLANET;;;;3/20/2012;USA-201704;286;365;342;126;212;173;486;428;;
007HO06759;HOUSAM000207124691;MORGAN;REGANCREST-BE MTO MORGAN-ET;HO;1727;76;90;93;3;-1;1,0;0,3;2,55;0,4;1,4;;6,0;6,7;7,0;4,8;-0,19;-0,12;-0,50;MTOTO X ELTON;;;;9/30/1999;USA-201704;85;163;125;60;122;6;206;215;;
029HO11603;HOUSAM000207497319;GUARDIAN;KERNDT GUARDIAN-ET;HO;1708;216;212;565;16;15;2,8;-1,0;3,09;-1,1;-1,4;;5,2;5,0;7,7;5,5;-0,39;-0,41;-0,88;AltaADAM X CAROL PRELUDE MTOTO ET;;;;4/18/2003;USA-201704;104;210;153;197;252;33;190;193;;
029HO16872;HOUSAM000070309772;MOOSE;CLEAR-ECHO MOOSE;HO;2211;486;521;412;29;80;1,2;0,6;2,76;2,2;0,7;;6,4;5,1;8,6;5,7;1,10;0,24;0,27;MAGNUS X ALEXANDER;;;;7/11/2012;USA-201704;424;513;456;615;639;395;432;452;;
014HO07189;HOUSAM000070316310;DOMINIC;FOURDIAMONDB DOMINIC-ET;HO;2023;163;150;681;9;-15;3,5;2,9;2,81;2,4;2,0;;6,8;6,0;6,8;8,0;1,98;1,92;0,82;DOMAIN X MAC;;;;3/17/2012;USA-201704;325;248;295;183;160;347;306;256;;
001HO10893;HOUSAM000070330595;SOLDIER;LINN-LITE FRANK SOLDIER;HO;1997;289;286;604;13;18;3,5;3,5;2,82;3,6;-0,5;;5,4;5,7;6,7;5,9;0,20;-0,30;1,31;FRANK X DON JUAN;;;;2/25/2012;USA-201704;284;389;342;275;343;202;427;380;;
200HO03995;HOUSAM000070362735;DAUNTLESS;MR GBM DAUNTLESS-ET;HO;2392;540;560;670;32;57;4,2;0,6;2,99;1,1;0,8;;5,6;5,3;6,5;6,1;2,55;2,81;1,29;MOGUL X OBSERVER;;;;9/28/2012;USA-201704;654;524;582;689;611;752;468;524;;
001HO10952;HOUSAM000070541583;SY-P *RC;DINOMI SY-P CRI-ET;HO;1838;168;178;111;6;-21;3,8;1,6;2,84;1,5;0,6;;7,1;7,4;7,5;8,0;0,65;1,55;-0,19;COLT P-RED X BUCKEYE;;;;12/13/2011;USA-201704;216;179;206;92;92;207;239;214;;
001HO10980;HOUSAM000070541611;YORUBA;CO-OP JIVES YORUBA-ET;HO;2050;418;453;897;42;24;5,6;0,1;2,68;0,0;-2,0;;9,9;7,6;8,9;6,8;-0,35;-0,25;-0,09;JIVES X BOLIVER;;;;1/11/2012;USA-201704;402;587;488;542;628;290;557;513;;
001HO10987;HOUSAM000070541618;REPTATION;CO-OP LEWIS REPTATION-ET;HO;2526;792;817;1083;44;104;5,4;2,8;2,79;4,7;2,0;;8,3;5,2;8,6;5,0;0,27;0,38;0,69;LEWIS X SHARKY;;;;2/2/2012;USA-201704;693;866;771;912;981;605;794;784;;
001HO10989;HOUSAM000070541620;CHRISTO;CO-OP CHAP CHRISTO-ET;HO;2354;576;583;1909;66;66;2,9;-1,5;3,25;-0,6;-0,8;;7,4;5,4;7,9;5,7;2,03;1,34;0,55;CHAP X PLANET;;;;2/6/2012;USA-201704;636;638;614;929;880;702;464;471;;
120HO02082;HOUSAM000070592230;MARLOW;DEEP-RUN-CRK CSNO MARLOW-ET;HO;1919;243;272;-344;5;38;1,3;0,2;2,85;-0,3;0,4;;7,9;5,7;7,7;6,7;0,99;0,65;0,75;MR CASINO X MAC;;;;5/18/2011;USA-201704;235;212;221;251;240;251;201;237;;
007HO12065;HOUSAM000070594750;MYSTRE;MELARRY SHAMROCK MYSTRE;HO;2242;566;586;613;28;67;4,6;0,3;2,88;1,3;1,6;;8,0;6,2;7,3;6,7;1,33;0,90;0,42;SHAMROCK X AL;;;;11/11/2011;USA-201704;485;540;506;605;620;464;490;533;;
014HO07232;HOUSAM000070597510;FORD;SCOTTMORE EPIC FORD-ET;HO;2174;332;364;258;22;34;2,9;-0,6;2,74;0,1;0,1;;7,8;6,6;8,4;7,9;2,32;2,02;1,50;EPIC X MILLION;;;;6/8/2012;USA-201704;468;354;405;469;403;554;320;359;;
